AAPL,MSFT,UNH,KO,DIS,GS,TrendRatio,ExpectedReturn,Risk,Step,currentBest,Info
35,3,3,22,24,13,0.892590841019714753556968389603,48947.115460585911932867020368576050,54837.124930239799141418188810348511,2,160,acc letf
34,4,3,22,24,13,0.893238271173668607616491499357,48880.480918151632067747414112091064,54722.779459421530191320925951004028,1,160,dec letf
33,4,4,22,24,13,0.892103041683877773238009467605,49057.465321655057778116315603256226,54990.806027358972642105072736740112,1,160,look right
35,4,2,22,24,13,0.891160379703942351348189276905,48704.020075505861314013600349426270,54652.362453194014960899949073791504,1,160,look letf
35,4,3,21,24,13,0.892494431286980249851126245630,49262.721863485334324650466442108154,55196.671415023069130256772041320801,1,160,look letf
32,4,3,23,25,13,0.892265493390674513385363297857,49469.076369676811737008392810821533,55442.104100306154577992856502532959,1,160,look right
34,4,3,23,23,13,0.892134393045769802377265023097,47527.735768649938108865171670913696,53274.188439691271923948079347610474,1,160,look letf
32,4,3,23,24,14,0.891217855464260688691524592286,49283.780531561475072521716356277466,55299.363931491425319109112024307251,1,160,look right
34,4,3,23,24,12,0.888276957885981377494033495168,47707.718109332563471980392932891846,53708.156770015295478515326976776123,1,160,look letf
33,3,4,23,24,13,0.893121951141964687259644506412,48741.763234672303951811045408248901,54574.588803186452423688024282455444,1,160,look right
33,3,3,24,24,13,0.892035548129531896677235636162,48183.061446692838217131793498992920,54014.732425995433004572987556457520,1,160,look right
33,3,3,23,25,13,0.891078009251948244262564458040,49535.710912111142533831298351287842,55590.768033537169685587286949157715,1,160,look right
33,5,3,23,23,13,0.892146456992319314416306497151,47462.317973421901115216314792633057,53200.141749630369304213672876358032,1,160,look letf
33,3,3,23,24,14,0.892303368404472996289200636966,49350.415073995754937641322612762451,55306.767654860697803087532520294189,1,160,look right
33,5,3,23,24,12,0.890723302198938249318871385185,47642.300314104511926416307687759399,53487.205506456884904764592647552490,1,160,look letf
33,4,2,24,24,13,0.890239200816053677378647535079,47939.966061612758494447916746139526,53850.657236468279734253883361816406,1,160,look right
33,4,2,23,25,13,0.888876407962398196183073650900,49292.615527031084639020264148712158,55454.971113505234825424849987030029,1,160,look right
33,4,4,23,23,13,0.890507098765580873411806805962,47704.720172153385647106915712356567,53570.286231610698450822383165359497,1,160,look letf
29,7,4,24,24,12,0.893976551407647646030341093137,47304.467873754139873199164867401123,52914.662917353860393632203340530396,1,160,look right
27,9,4,24,24,12,0.891694414439766380731100525736,47173.108722440374549478292465209961,52902.774715795756492298096418380737,2,160,acc right
28,8,4,24,24,12,0.893225475042329075670011206967,47239.050078526146535295993089675903,52885.918951525127340573817491531372,1,160,dec right
28,7,5,24,24,12,0.891229107580021495671473985567,47481.452277257645619101822376251221,53276.370658702246146276593208312988,1,160,look right
28,7,4,25,24,12,0.893930991727638013522039273084,46922.750489278194436337798833847046,52490.349840756578487344086170196533,1,160,look right
30,7,4,23,24,12,0.893542056755780134125188851613,47686.708819087973097339272499084473,53368.174960030497459229081869125366,1,160,look letf
28,7,4,24,25,12,0.893970558598836784192087634437,48275.399954696469649206846952438354,54001.107184514927212148904800415039,1,160,look right
30,7,4,24,23,12,0.891042487889360246278158683708,46334.059353669545089360326528549194,51999.831639254887704737484455108643,1,160,look letf
28,7,4,24,24,13,0.889054423126329651516641661146,48095.417614013866113964468240737915,54097.270496543918852694332599639893,1,160,look right
30,7,4,24,24,11,0.891069618983779010434886913572,46519.355191784969065338373184204102,52206.196015119450748898088932037354,1,160,look letf
29,6,5,24,24,12,0.892495902747976077584723952896,47547.563258834205043967813253402710,53274.825254027789924293756484985352,1,160,look right
29,8,3,24,24,12,0.893878188859373312702416569664,47062.065675022684445139020681381226,52649.305309793817286845296621322632,1,160,look letf
29,6,4,25,24,12,0.893539675865672733401368077466,46988.861470854732033330947160720825,52587.325151881275814957916736602783,1,160,look right
29,8,4,23,24,12,0.892449500586182220551734189939,47620.767463002135627903044223785400,53359.621392273373203352093696594238,1,160,look letf
29,6,4,24,25,12,0.893693501940810985928465015604,48341.510936273021798115223646163940,54091.823238382079580333083868026733,1,160,look right
29,8,4,24,23,12,0.889987173707114109788562927861,46268.117997583794931415468454360962,51987.398655264405533671379089355469,1,160,look letf
29,6,4,24,24,13,0.891181533642050993648808798753,48161.528595590440090745687484741211,54042.332316700405499432235956192017,1,160,look right
29,8,4,24,24,11,0.892600304878897299332152215356,46453.413835699138871859759092330933,52042.794049909789464436471462249756,1,160,look letf
29,7,3,25,24,12,0.892720933391557003311334028695,46745.766085774695966392755508422852,52363.246270233365066815167665481567,1,160,look right
29,7,5,23,24,12,0.890339391935254687027168074565,47863.169661733649263624101877212524,53758.342150511351064778864383697510,1,160,look letf
29,7,3,24,25,12,0.892392108217028190431108214398,48098.415551192942075431346893310547,53898.297741888469317927956581115723,1,160,look right
29,7,5,24,23,12,0.887242371708342303371352954855,46510.520196315315843094140291213989,52421.437117302637489046901464462280,1,160,look letf
29,7,5,24,24,11,0.893110252905819579360979787452,46695.816034430696163326501846313477,52284.492180558219843078404664993286,1,160,look letf
29,7,4,23,25,12,0.893353109452058036232813265087,48657.117339172473293729126453399658,54465.716662716411519795656204223633,1,160,look right
29,7,4,25,23,12,0.890725628679185588154609831690,45951.818408335835556499660015106201,51589.195290670584654435515403747559,1,160,look letf
29,7,4,23,24,13,0.887774161234202496828515904781,48477.134998489877034444361925125122,54605.255610386244370602071285247803,1,160,look right
29,7,4,25,24,11,0.889933003800332134147765827947,46137.114246451237704604864120483398,51843.356802623638941440731287002563,1,160,look letf
29,7,4,24,23,13,0.885514385925200264715329012688,47124.485533071579993702471256256104,53217.075049362552817910909652709961,1,160,look right
29,7,4,24,25,11,0.890637545007328834678617113241,47489.763711869491089601069688796997,53321.088896469897008500993251800537,1,160,look letf
32,6,2,23,24,13,0.893231040106082230245476694108,48190.324294775004091206938028335571,53950.570603829226456582546234130859,1,160,Resultant Force1 3
29,9,2,23,24,13,0.891088892287168365946570247615,47992.330601026900694705545902252197,53858.072989603111636824905872344971,2,160,acc right
30,8,2,23,24,13,0.892554661639659796534829183656,48058.271957112643576692789793014526,53843.505639002112729940563440322876,1,160,dec right
32,7,1,23,24,13,0.891096416476770514236704912037,47947.228909694968024268746376037598,53807.004520643669820856302976608276,1,160,look letf
32,7,2,22,24,13,0.892435139860106252385207881161,48506.026381757765193469822406768799,54352.438866718461213167756795883179,1,160,look letf
28,7,2,26,24,13,0.892982681265165445516629461054,46978.014038054956472478806972503662,52607.978882073235581628978252410889,2,160,acc right
29,6,3,24,25,13,0.893246843379647104121943357313,48955.476273029249568935483694076538,54806.212455006942036561667919158936,1,160,Resultant Force0 5
28,7,3,24,25,13,0.892639505951621781143501266342,48889.365291452719247899949550628662,54769.439359882380813360214233398438,1,160,look right
28,6,4,24,25,13,0.891559647544979738675863245589,49132.460676532748038880527019500732,55108.439252298019709996879100799561,1,160,look right
28,6,3,25,25,13,0.893514416165670954939059811295,48573.758888553325959946960210800171,54362.591145420337852556258440017700,1,160,look right
30,6,3,23,25,13,0.892543824371691330021860721899,49337.717218363046413287520408630371,55277.641132181342982221394777297974,1,160,look letf
26,6,3,27,25,13,0.892648822169699318607172244810,47809.181313802444492466747760772705,53558.779361402164795435965061187744,2,160,acc right
27,6,3,26,25,13,0.893321875104251650334674650367,48191.517943219543667510151863098145,53946.420977987960213795304298400879,1,160,dec right
27,6,3,25,26,13,0.890537476505639413737469567423,49544.167408637818880379199981689453,55634.006109482441388536244630813599,1,160,look right
29,6,3,25,24,13,0.893960003375127154612300728331,47602.826807610967080108821392059326,53249.392174020649690646678209304810,1,160,look letf
31,6,3,25,22,13,0.885958813855336480003188626142,45662.640887949244643095880746841431,51540.365278656456212047487497329712,2,160,acc letf
30,6,3,25,23,13,0.891536878226881546183335558453,46632.418287526379572227597236633301,52305.652661581982101779431104660034,1,160,dec letf
28,6,3,25,24,14,0.889189264456166750250076802331,48388.463050437931087799370288848877,54418.631650970943155698478221893311,1,160,look right
30,6,3,25,24,12,0.891003291588264634270899477997,46812.400628209026763215661048889160,52538.976084772068134043365716934204,1,160,look letf
29,5,4,25,24,13,0.892791404465646531996014800825,47845.229006342480715829879045486450,53590.602202290247078053653240203857,1,160,look right
29,5,3,25,25,13,0.893055273120024417643492142815,48639.176683781333849765360355377197,54463.792049346477142535150051116943,1,160,look right
29,7,3,25,23,13,0.890699602324668160413523310126,46565.783745092048775404691696166992,52280.009582982158462982624769210815,1,160,look letf
29,5,3,25,24,14,0.891102191716089842010717347875,48453.880845665946253575384616851807,54375.223510956893733236938714981079,1,160,look right
29,6,2,26,24,13,0.891862979555015367161274753016,47044.125019631523173302412033081055,52748.153133459629316348582506179810,1,160,look right
29,6,2,25,25,13,0.891486822924811295187907944637,48396.774485049820214044302701950073,54287.705931837022944819182157516479,1,160,look right
29,6,4,25,23,13,0.888268241090742094456800259650,46808.879130172113946173340082168579,52696.783431875839596614241600036621,1,160,look letf
29,6,2,25,24,14,0.892588840319816445578737784672,48211.478646934439893811941146850586,54013.086954638783936388790607452393,1,160,look right
29,6,3,26,23,13,0.890858998268904578310412034625,46250.177342192640935536473989486694,51916.383436733369308058172464370728,1,160,look letf
29,6,3,24,24,14,0.888257762214055501814868875954,48770.180434913883800618350505828857,54905.436810763349058106541633605957,1,160,look right
29,6,3,26,24,12,0.889507085888554649422133024927,46430.159682875266298651695251464844,52197.627674314499017782509326934814,1,160,look letf
29,6,3,25,23,14,0.886150763296508880983992639813,47417.530969495564932003617286682129,53509.552700830332469195127487182617,1,160,look right
29,6,3,25,25,12,0.890124342102781573871084219718,47782.809148293577891308814287185669,53681.049813123921921942383050918579,1,160,look letf
32,5,4,23,24,12,0.893432659978982912640788072167,47818.761156750268128234893083572388,53522.512998209800571203231811523438,1,160,Resultant Force1 4
31,6,4,23,24,12,0.893867374092875754953979594575,47752.819800664481590501964092254639,53422.712568657647352665662765502930,1,160,look right
30,6,5,23,24,12,0.891932075334528784438248294464,47929.804204167972784489393234252930,53737.056362942639680113643407821655,1,160,look right
32,6,3,23,24,12,0.892439351209865061598236479767,47576.358958018769044429063796997070,53310.467421142173407133668661117554,1,160,look letf
32,6,4,22,24,12,0.893319302311268326199922285014,48135.156430081508005969226360321045,53883.484108696990006137639284133911,1,160,look letf
28,6,4,26,24,12,0.892618268420046989675142867782,46607.144086378764768596738576889038,52213.970669538706715684384107589722,2,160,acc right
31,6,4,24,23,12,0.891291249235755644875212055922,46400.170335246119066141545772552490,52059.492758435910218395292758941650,1,160,look letf
31,6,4,24,24,11,0.888773927899828231069534467679,46585.466173361492110416293144226074,52415.428390707740618381649255752563,1,160,look letf
30,5,5,24,24,12,0.893000248760896231381423149287,47613.504614919969753827899694442749,53318.579340808944834861904382705688,1,160,look right
30,5,4,25,24,12,0.892367808272268470126675765641,47054.802826940518571063876152038574,52730.278244846464076545089483261108,1,160,look right
30,5,4,24,25,12,0.892676674503164679919109403272,48407.452292358822887763381004333496,54227.307237865112256258726119995117,1,160,look right
30,6,3,24,25,12,0.890866063232043536856963328319,48165.050093627294700127094984054565,54065.422493349331489298492670059204,1,160,look right
30,6,5,24,23,12,0.888820354686592595250260728790,46577.154738749617536086589097976685,52403.339429791987640783190727233887,1,160,look letf
29,7,3,23,25,13,0.891615595278172690107965081552,49271.082675928715616464614868164062,55260.454097998102952260524034500122,1,160,look right
30,5,4,23,25,13,0.891820869867482990400731068803,49580.119417094530945178121328353882,55594.257874299037212040275335311890,1,160,look right
32,5,2,23,25,13,0.890555741165215852817027553101,49226.674170945334481075406074523926,55276.353736753691919147968292236328,1,160,look letf
32,5,3,22,25,13,0.891962445894699973436559048423,49785.471643008153478149324655532837,55815.658912713399331551045179367065,1,160,look letf
28,5,3,26,25,13,0.892512808881150032647155967425,48257.459299305366585031151771545410,54069.206423827905382495373487472534,2,160,acc right
29,5,3,24,26,13,0.889804632183716193161160390446,49991.826149199579958803951740264893,56182.924139776638185139745473861694,1,160,look right
33,5,3,24,22,13,0.887141756263318259634331752750,46110.823189368726161774247884750366,51976.837820811895653605461120605469,2,160,acc letf
32,3,4,24,24,13,0.893121741364714782918099444942,48359.522289338536211289465427398682,54146.618595852167345583438873291016,2,160,acc letf
34,1,4,24,24,13,0.890722254144717617840854018141,48490.881440652367018628865480422974,54439.957253806242079008370637893677,2,160,dec letf
33,2,4,24,24,13,0.892284906005840317000377126533,48425.463645424308197107166051864624,54271.302046554337721318006515502930,1,160,dec letf
34,4,1,24,24,13,0.883794245265130506972184321057,47762.981658109310956206172704696655,54043.100997767680382821708917617798,2,160,acc letf
31,6,3,22,25,13,0.891424468576425321764133968827,49719.530286922337836585938930511475,55775.370813326160714495927095413208,1,160,look right
31,5,4,22,25,13,0.890580470990456340985019778600,49961.932485653844196349382400512695,56100.413284482689050491899251937866,1,160,look right
33,5,2,22,25,13,0.890263105521448383505855872500,49609.010800362353620585054159164429,55723.988215040284558199346065521240,1,160,look letf
33,5,3,21,25,13,0.890765213659488130915065084992,50167.712588341899390798062086105347,56319.793161028690519742667675018311,1,160,look letf
25,5,3,29,25,13,0.887887351678874114924155946937,47111.164340078532404731959104537964,53059.843966689841181505471467971802,4,160,acc right
27,5,3,27,25,13,0.891481756565056460139828686806,47875.122669888201926369220018386841,53702.863033736670331563800573348999,2,160,dec right
28,9,3,24,24,12,0.893660142477141983263777547108,46996.647879794676555320620536804199,52588.949250354147807229310274124146,2,160,acc right
24,13,3,24,24,12,0.884964139557479878561707664630,46732.019643612169602420181035995483,52806.681711397017352283000946044922,4,160,acc right
26,11,3,24,24,12,0.890865540126188459879585934686,46864.071981274508289061486721038818,52605.101298043642600532621145248413,2,160,dec right
27,10,3,24,24,12,0.892658660460782016343728173524,46930.013337360338482540100812911987,52573.301997804519487544894218444824,1,160,dec right
30,8,2,24,24,12,0.891051662426893487101153823460,46885.604832376920967362821102142334,52618.278837702811870258301496505737,1,160,look letf
28,8,3,25,24,12,0.893662263019015856713167522685,46680.348290546680800616741180419922,52234.888080479897325858473777770996,1,160,look right
30,8,3,23,24,12,0.893603299622555469206020006823,47444.306620356423081830143928527832,53093.253617568538174964487552642822,1,160,look letf
28,8,3,24,25,12,0.893187283976640267191271504998,48032.997755964934185612946748733521,53777.072980834280315320938825607300,1,160,look right
30,8,3,24,23,12,0.891652079354320892257135255932,46091.657154938096937257796525955200,51692.423785199731355533003807067871,1,160,look letf
28,8,3,24,24,13,0.891349704738359616129628193448,47853.015415282396133989095687866211,53686.017015430355968419462442398071,1,160,look right
30,8,3,24,24,11,0.888347352017436642235281851754,46276.952993053455429617315530776978,52093.308870633212791290134191513062,1,160,look letf
29,9,2,24,24,12,0.892156719978091983236367923382,46819.663476291127153672277927398682,52479.191635120834689587354660034180,1,160,look letf
29,5,6,24,24,12,0.889485042105579104543267021654,47792.303751132596516981720924377441,53730.306288230756763368844985961914,2,160,acc right
27,8,3,24,25,13,0.891304822274171404394849105302,48823.423935366903606336563825607300,54777.470866581359587144106626510620,2,160,acc right
32,4,4,23,24,13,0.892881262290495247846422444127,48675.128692237973154988139867782593,54514.671488762542139738798141479492,1,160,look letf
34,2,4,23,24,13,0.892634825375821838733259028231,48807.181029900355497375130653381348,54677.657248417679511476308107376099,2,160,acc letf
32,3,5,23,24,13,0.890491448854831668668907695974,48918.224077318016497883945703506470,54933.962746331424568779766559600830,1,160,look right
34,3,4,22,24,13,0.892672587095817204883019257977,49123.576303231646306812763214111328,55029.780250167852500453591346740723,1,160,look letf
32,3,4,23,25,13,0.892515690599392619297702822223,49712.171754756847803946584463119507,55698.933114970022870693355798721313,1,160,look right
34,3,4,23,23,13,0.891015816674920801965242844744,47770.831153729959623888134956359863,53613.898047287664667237550020217896,1,160,look letf
32,3,4,23,24,14,0.888566442769906150722647453222,49526.875916641525691375136375427246,55737.954454202234046533703804016113,1,160,look right
34,3,4,23,24,12,0.890325610441318859855641676404,47950.813494412621366791427135467529,53857.614486282429425045847892761230,1,160,look letf
33,2,5,23,24,13,0.891230291766705318146080117003,48984.165433403817587532103061676025,54962.410822349222144111990928649902,1,160,look right
33,6,1,23,24,13,0.889808432508521818249391799327,48013.863452129240613430738449096680,53959.775720229990838561207056045532,2,160,acc letf
30,7,3,22,25,13,0.890190696585115515127029084397,49653.419305345785687677562236785889,55778.407363526268454734236001968384,1,160,look right
34,3,3,22,25,13,0.890953931551941802347016619024,49917.523980670470336917787790298462,56027.053939500263368245214223861694,2,160,acc letf
27,9,2,24,25,13,0.891396832781473524853765866283,48581.021736635411798488348722457886,54499.881478202514699660241603851318,2,160,acc right
28,8,2,24,25,13,0.892241353580310092574734426307,48646.963092721220164094120264053345,54522.201753499575715977698564529419,1,160,dec right
30,7,1,24,25,13,0.888829921766644770464438352064,48535.920045303515507839620113372803,54606.532539806008571758866310119629,1,160,look letf
26,7,5,24,25,13,0.883844681013003619085566242575,49242.286976744173443876206874847412,55713.733458582290040794759988784790,2,160,acc right
27,7,4,24,25,13,0.889750992042296129369560730993,49065.826134098453621845692396163940,55145.570584276472800411283969879150,1,160,dec right
27,7,3,25,25,13,0.893236337824920401118333757040,48507.124346118987887166440486907959,54304.916058650844206567853689193726,1,160,look right
25,7,3,27,25,13,0.893062746158710618615828025213,47743.070332225877791643142700195312,53459.928249813274305779486894607544,2,160,acc right
26,7,3,26,25,13,0.893384556714474031835493406106,48124.883400785234698560088872909546,53868.049362494144588708877563476562,1,160,dec right
25,7,3,26,26,13,0.890794595869318528436053838959,49095.815481727549922652542591094971,55114.631037714570993557572364807129,1,160,look right
27,7,3,26,24,13,0.893359262708447565692893022060,47154.474880700705398339778184890747,52783.327882827150460798293352127075,1,160,look letf
25,7,3,26,25,14,0.888116802223310686237311983859,48910.519643612191430293023586273193,55072.170148306671762838959693908691,1,160,look right
27,7,3,26,25,12,0.891152584253533719405027113680,47334.457221383243449963629245758057,53115.996135535584471654146909713745,1,160,look letf
26,6,4,26,25,13,0.892573164204251701114856132335,48367.978785865256213583052158355713,54189.371499854976718779653310775757,1,160,look right
26,8,2,26,25,13,0.892662345479340535447931870294,47882.481202053706510923802852630615,53640.081767246316303499042987823486,1,160,look letf
26,8,3,25,25,13,0.892220205969770474574431773362,48441.182990033157693687826395034790,54292.855806130894052330404520034790,1,160,look letf
26,6,3,26,26,13,0.890501378055245096376779656566,49161.926463304094795603305101394653,55207.018961237561597954481840133667,1,160,look right
26,8,3,26,24,13,0.892380622743893514581259296392,47088.533524614911584649235010147095,52767.319599373418895993381738662720,1,160,look letf
26,6,3,26,25,14,0.890123159216783199632061496231,48976.630625188729027286171913146973,55022.308000932280265260487794876099,1,160,look right
26,8,3,26,25,12,0.892683419000893763062265406916,47268.515865297500567976385354995728,52951.040491153311450034379959106445,1,160,look letf
26,7,2,27,25,13,0.891220943108699370505121351016,47566.085928722372045740485191345215,53371.822438109928043559193611145020,1,160,look right
26,7,4,25,25,13,0.890780539141519778212341407198,48683.585188764707709196954965591431,54652.726512955698126461356878280640,1,160,look letf
26,7,2,26,26,13,0.888634568526009416267186225014,48918.831078224058728665113449096680,55049.435179374588187783956527709961,1,160,look right
26,7,4,26,24,13,0.890314332994165180679146942566,47330.935723346396116539835929870605,53162.050715470832074061036109924316,1,160,look letf
26,7,2,26,25,14,0.891246499379004464280740194226,48733.535240108729340136051177978516,54680.198210107853810768574476242065,1,160,look right
26,7,4,26,25,12,0.893819679797137056631584073330,47510.918064028970547951757907867432,53154.925023369520204141736030578613,1,160,look letf
26,7,6,26,25,10,0.889022917691671854534263275127,46290.639181516147800721228122711182,52069.117972468877269420772790908813,2,160,acc letf
26,7,5,26,25,11,0.892410622031923006503006945422,46902.266224705497734248638153076172,52556.822013070712273474782705307007,1,160,dec letf
26,7,4,25,26,12,0.891671117028200010956595633616,48863.567529447296692524105310440063,54799.989139832076034508645534515381,1,160,look right
26,7,4,27,24,12,0.892308108188481718947571152967,46158.172914527356624603271484375000,51728.962777482003730256110429763794,1,160,look letf
26,7,4,27,25,11,0.886410535894896933761799573404,46343.468752642686013132333755493164,52282.172735972199006937444210052490,1,160,look letf
26,7,4,26,26,11,0.885716362014431712879058977705,47696.213902144321764353662729263306,53850.437846339758834801614284515381,1,160,look letf
35,1,4,23,24,13,0.891426824731752609487500649266,48873.122385986112931277602910995483,54825.725488677067914977669715881348,2,160,dec letf
31,6,2,23,25,13,0.891537744568490553298545364669,49160.732814859533391427248716354370,55141.504792546518729068338871002197,1,160,Resultant Force3 6
30,7,2,23,25,13,0.891809204521578413604743218457,49094.621833283010346349328756332397,55050.588830399436119478195905685425,1,160,look right
28,9,2,23,25,13,0.890204605112084546014727948204,48963.262681969223194755613803863525,55002.257234789656649809330701828003,2,160,acc right
29,8,2,23,25,13,0.891366042935684665948770089017,49028.680477197216532658785581588745,55003.980537246934545692056417465210,1,160,dec right
31,7,1,23,25,13,0.888824533977127906325677031418,48917.637429779511876404285430908203,55036.326698693839716725051403045654,1,160,look letf
31,7,2,22,25,13,0.890842259368699651567169439659,49476.434901842301769647747278213501,55538.940122692489239852875471115112,1,160,look letf
27,7,2,26,25,13,0.892079551685883265221832516545,47948.422558139514876529574394226074,53749.043420539012004155665636062622,2,160,acc right
28,7,2,25,25,13,0.892449565893218665912911546911,48330.663503473268065135926008224487,54155.064163318798819091171026229858,1,160,dec right
27,7,2,25,26,13,0.888848200108003805297585131484,49301.072023557804641313850879669189,55466.244987127429340034723281860352,1,160,look right
31,7,2,25,22,13,0.886964754158738877265477640321,45419.545502869194024242460727691650,51207.835812989382247906178236007690,2,160,acc letf
30,7,2,25,23,13,0.891839485727777048218456457107,46389.322902446350781247019767761230,52015.327471838485507760196924209595,1,160,dec letf
28,7,2,25,24,14,0.891166651135277487760788517335,48145.367665357865917030721902847290,54025.100248112277768086642026901245,1,160,look right
30,7,2,25,24,12,0.887994764821707138757744814939,46569.305243128997972235083580017090,52443.220487318132654763758182525635,1,160,look letf
29,8,1,25,24,13,0.891564354288362226341746463731,47117.329223799468309152871370315552,52847.928472205523576121777296066284,1,160,look letf
29,4,5,25,24,13,0.890124720093542820542609206314,48087.631205073994351550936698913574,54023.475721492701268289238214492798,2,160,acc right
31,4,4,24,25,12,0.890934474630556416663296204206,48472.870087586816225666552782058716,54406.773413597053149715065956115723,1,160,look letf
27,8,4,24,25,12,0.893502781840667892332419341983,48209.458598610661283601075410842896,53955.577507320529548451304435729980,2,160,acc right
27,7,5,24,25,12,0.892253771755631586160006918362,48451.860797342218575067818164825439,54302.780588987079681828618049621582,1,160,look right
27,7,4,25,25,12,0.894133436434908057677262149809,47893.159009362745564430952072143555,53563.771421324447146616876125335693,1,406,look right
25,7,4,27,25,12,0.893006964044149142978312738705,47129.104995469650020822882652282715,52775.741839723938028328120708465576,2,406,acc right
28,7,4,25,25,11,0.889749523174909517919672907738,47108.046327393538376782089471817017,52945.289770200753991957753896713257,1,406,look letf
27,6,5,25,25,12,0.893532828615122509674506545707,48136.254394442796183284372091293335,53871.836437222671520430594682693481,1,406,look right
27,8,3,25,25,12,0.893177998505481518520809913753,47650.756810631217376794666051864624,53349.675977647559193428605794906616,1,406,look letf
27,6,4,26,25,12,0.892827489744628333134812692151,47577.552606463294068817049264907837,53288.628713786245498340576887130737,1,406,look right
27,6,4,25,26,12,0.890836525270490953154478575016,48930.202071881583833601325750350952,54926.129187422535324003547430038452,1,406,look right
27,8,4,25,24,12,0.893533774847722561673890595557,46856.809133192378794774413108825684,52439.885824324650457128882408142090,1,406,look letf
27,6,4,25,25,13,0.892285361005663690825429057440,48750.219731199023954104632139205933,54635.234266596453380770981311798096,1,406,look right
27,8,4,25,25,11,0.891856861258466748765272313904,47042.104971307708183303475379943848,52746.250003535664291121065616607666,1,406,look letf
27,7,3,25,26,12,0.888733653173360504951006078045,48687.106686801562318578362464904785,54782.562259183891001157462596893311,1,406,look right
27,7,5,25,24,12,0.891663327832053931309985728149,47099.211331923877878580242395401001,52821.743209332795231603085994720459,1,406,look letf
27,7,5,25,25,11,0.893232768528872567159737627662,47284.507170039287302643060684204102,52936.377656537886650767177343368530,1,406,look letf
27,7,4,24,26,12,0.891360286542349222749237469543,49245.808474781035329215228557586670,55247.927485987820546142756938934326,1,406,look right
27,7,4,26,24,12,0.893382775633117409697092625720,46540.509543944455799646675586700439,52094.702084403172193560749292373657,1,406,look letf
27,7,4,26,25,11,0.888347533240649078756234757748,46725.805382059785188175737857818604,52598.564901290708803571760654449463,1,406,look letf
27,7,4,25,24,13,0.889908892019170671972005948192,47713.176668680142029188573360443115,53615.799433603468060027807950973511,1,406,look right
27,7,4,25,26,11,0.886893793148888276434149702254,48078.454847478067677002400159835815,54209.934965016545902471989393234253,1,406,look letf
28,6,4,25,25,12,0.893503133196450471942284821125,47959.793551797083637211471796035767,53676.133602603025792632251977920532,1,406,Local Search 0 1
26,8,4,25,25,12,0.894009972109502504267197764420,47827.217653276951750740408897399902,53497.409587528461997862905263900757,1,406,Local Search 0 1
28,7,3,25,25,12,0.892018596253429940645673923427,47716.698166717033018358051776885986,53492.941029628847900312393903732300,1,406,Local Search 0 2
26,7,5,25,25,12,0.892891540132342398372600200673,48069.619852008458110503852367401123,53835.900208981358446180820465087891,1,406,Local Search 0 2
26,9,4,24,25,12,0.892284690013701697886006058980,48143.517242524889297783374786376953,53955.332621235058468300849199295044,1,406,look right
26,9,4,25,24,12,0.892342248023518913591090040427,46790.867777106650464702397584915161,52436.010825157536601182073354721069,1,406,look right
31,7,4,22,24,12,0.892652115281382552147704245726,48068.521887647199037019163370132446,53849.109932927225599996745586395264,2,406,acc letf
25,10,4,25,24,12,0.890368160499294236664979962370,46724.756795530083763878792524337769,52478.018496672331821173429489135742,1,406,look right
33,2,4,25,24,12,0.884363244407852189254981567501,47252.796520688592863734811544418335,53431.434220593255304265767335891724,4,406,acc letf
31,4,4,25,24,12,0.890432580118294736415407442109,47120.220622168526460882276296615601,52918.347412567229184787720441818237,2,406,dec letf
25,8,5,25,25,12,0.891499914855785724476788800530,48004.202056780464772600680589675903,53846.558206958332448266446590423584,1,406,look right
29,4,5,25,25,12,0.892570300210461353707103171473,48267.613545756576058920472860336304,54077.100184014008846133947372436523,2,406,acc letf
28,5,5,25,25,12,0.893423931157452999585188990750,48202.195750528560893144458532333374,53952.210221279179677367210388183594,1,406,dec letf
26,6,6,25,25,12,0.890261649401623555988294356212,48315.053530655364738777279853820801,54270.622084113841992802917957305908,1,406,look right
26,6,5,26,25,12,0.893374418179831319974937287043,47754.013449109013890847563743591309,53453.526849810012208763509988784790,1,406,look right
28,6,5,24,25,12,0.893225178920482809630243536958,48518.495339776527544017881155014038,54318.324745854224602226167917251587,1,406,look letf
26,6,5,25,26,12,0.891779816806280711816157236171,49106.662914527340035419911146163940,55065.905270644478150643408298492432,1,406,look right
28,6,5,25,24,12,0.892592267970849673197619722487,47165.845874358215951360762119293213,52841.423309190664440393447875976562,1,406,look letf
26,6,5,25,25,13,0.887908893208677385544547178142,48926.680573844765604007989168167114,55103.266729355709685478359460830688,1,406,look right
28,6,5,25,25,11,0.891669279583678697775894761435,47351.141712473545339889824390411377,53103.928549138581729494035243988037,1,406,look letf
27,5,6,25,25,12,0.891412266424583599189190863399,48380.994886741187656298279762268066,54274.544684913620585575699806213379,1,406,look right
27,9,2,25,25,12,0.890633230909194439917087038339,47408.354611899703741073608398437500,53229.941312096940237097442150115967,2,406,acc letf
25,10,4,24,25,12,0.890327026672694366027371870587,48077.406260948344424832612276077271,53999.715633279047324322164058685303,1,406,look right
33,2,4,24,25,12,0.885362334793809990785007357772,48605.445986106926284264773130416870,54898.931291702778253238648176193237,4,406,acc letf
29,5,5,24,25,12,0.893458378463966362836856660579,48583.913135004549985751509666442871,54377.365869611086964141577482223511,1,406,look letf
