AAPL,MSFT,UNH,KO,DIS,GS,TrendRatio,ExpectedReturn,Risk,Step,currentBest,Info
31,3,5,24,25,12,0.891735927689698892883995995362,48715.965472666859568562358617782593,54630.484160125437483657151460647583,2,406,acc letf
30,4,5,24,25,12,0.892957031334141726475195355306,48649.854491090314695611596107482910,54481.741880014036723878234624862671,1,406,dec letf
28,5,6,24,25,12,0.890988205434481539413127393345,48763.235832074911741074174642562866,54729.384221529624483082443475723267,1,406,look right
30,5,5,23,25,12,0.893039740152339556189531322161,48966.154080338281346485018730163574,54830.879163322977547068148851394653,1,406,look letf
28,5,5,24,26,12,0.891311888247126038464784869575,49554.845215946821554098278284072876,55597.648667519169976003468036651611,1,406,look right
28,5,5,24,25,13,0.889063448877425499539128850301,49374.862875264261674601584672927856,55535.814612114976625889539718627930,1,406,look right
30,5,5,24,25,11,0.890425526303597836275116605975,47798.800453035328246187418699264526,53680.851504180638585239648818969727,1,406,look letf
29,4,6,24,25,12,0.891726862417984267317194735369,48828.653627302905078977346420288086,54757.410239835488027893006801605225,1,406,look right
29,8,2,24,25,12,0.889535486322762025679367070552,47856.013352461464819498360157012939,53798.880526164000912103801965713501,2,406,acc letf
29,5,4,25,25,12,0.892124280193620999845904862013,48025.211347025098802987486124038696,53832.422694069049612153321504592896,1,406,look right
29,5,4,24,26,12,0.889666423161944330821881976590,49377.860812443337636068463325500488,55501.544766577280825003981590270996,1,406,look right
29,9,4,24,22,12,0.881323953400482307252161717770,45232.922802778579352889209985733032,51323.832318698245217092335224151611,2,406,acc letf
28,8,4,25,23,12,0.890028646191801220410866335442,45886.400613107798562850803136825562,51556.094075672343024052679538726807,1,406,Resultant Force2 3
27,9,4,25,23,12,0.888515130886984860758559534588,45820.459257022048404905945062637329,51569.700575926610326860100030899048,1,406,look right
31,5,4,25,23,12,0.889676977072212715746957201191,46083.870745998166967183351516723633,51798.430142199424153659492731094360,2,406,acc letf
28,7,5,25,23,12,0.887405933612436026436398606165,46128.802811839312198571860790252686,51981.625392179899790789932012557983,1,406,look right
30,7,3,25,23,12,0.890478470037627034550098414911,45775.357565690079354681074619293213,51405.350163890936528332531452178955,1,406,look letf
28,7,4,26,23,12,0.889879748897919209404960838583,45570.101023859861015807837247848511,51209.279770998975436668843030929565,1,406,look right
32,7,4,22,23,12,0.890192619663610407165776905458,47098.113367562684288714081048965454,52907.777853022766066715121269226074,2,406,acc letf
31,7,4,23,23,12,0.890857472605517730634971940162,46715.776738145556009840220212936401,52439.114195803413167595863342285156,1,406,dec letf
31,7,4,24,22,12,0.884890476215208998667094419943,45364.281954092388332355767488479614,51265.420041722325549926608800888062,1,406,look letf
26,8,4,26,24,12,0.893349745273706807857649891957,46474.568187858654709998518228530884,52022.814618500458891503512859344482,1,406,Resultant Force0 6
25,9,4,26,24,12,0.892510533476794654106356574630,46409.150392630675924010574817657471,51998.434362273350416216999292373657,1,406,look right
29,5,4,26,24,12,0.891068714348003720893132140191,46672.561881606823590118438005447388,52378.184903234097873792052268981934,2,406,acc letf
26,7,5,26,24,12,0.891618001479212551885211723857,46716.970386590182897634804248809814,52395.723627254912571515887975692749,1,406,look right
28,7,3,26,24,12,0.891608442207532325696206498833,46364.048701298721425700932741165161,52000.459513938680174760520458221436,1,406,look letf
28,8,4,23,25,12,0.892553489845806735658584329940,48591.699543944450851995497941970825,54441.218477941212768200784921646118,1,406,Resultant Force1 5
27,9,4,23,25,12,0.891017162060674605683630034036,48525.758187858693418093025684356689,54461.081395595261710695922374725342,1,406,look right
31,5,4,23,25,12,0.892757621271270673801723205543,48789.169676834826532285660505294800,54649.961550997380982153117656707764,2,406,acc letf
29,6,5,23,25,12,0.892473188511462289795872493414,48900.212724252502084709703922271729,54791.800306978591834194958209991455,1,406,look right
31,6,3,23,25,12,0.891129704880695872049045647145,48546.767478103320172522217035293579,54477.779398682199825998395681381226,1,406,look letf
31,6,4,22,25,12,0.892705237917055804963695209153,49105.564950166095513850450515747070,55007.591380043697427026927471160889,1,406,look letf
28,6,4,24,26,12,0.890866634437929350021079244470,49312.443017215344298165291547775269,55353.339221563539467751979827880859,1,406,look right
32,6,4,24,22,12,0.885434116566980011775456205214,45430.916496526704577263444662094116,51309.200364531032391823828220367432,2,406,acc letf
29,5,5,25,24,12,0.892745358577973324720744585647,47231.263669586252945009618997573853,52905.639010903942107688635587692261,1,406,look letf
31,3,5,25,24,12,0.890740791486881122729357684875,47363.316007248577079735696315765381,53172.950492349991691298782825469971,2,406,acc letf
30,4,5,25,24,12,0.892122419812602540645229964866,47297.205025671995826996862888336182,53016.496363365862634964287281036377,1,406,dec letf
28,5,6,25,24,12,0.889694149717657367659739975352,47410.586366656607424374669790267944,53288.634506253933068364858627319336,1,406,look right
28,5,5,26,24,12,0.891988947007708588010643779853,46849.546285110249300487339496612549,52522.563695742042909841984510421753,1,406,look right
32,5,5,22,24,12,0.892097802542830442540378044214,48377.558628813087125308811664581299,54228.985309590461838524788618087769,2,406,acc letf
31,5,5,23,24,12,0.892776959601743747008129048481,47995.221999395995226223021745681763,53759.476522339959046803414821624756,1,406,dec letf
31,5,5,24,23,12,0.889618004471261603072207435616,46642.572533977603598032146692276001,52429.888221180168329738080501556396,1,406,look letf
27,5,5,24,27,12,0.886908875109551630977477998385,50524.099054666272422764450311660767,56966.505209935457969550043344497681,2,406,acc right
25,9,3,25,25,13,0.890467764158634267346315027680,48375.765194805186183657497167587280,54326.239693262141372542828321456909,1,406,look right
26,8,5,25,24,12,0.889951486165811100903511032811,47033.269975838149548508226871490479,52849.251568163745105266571044921875,1,406,look right
24,9,5,25,25,12,0.889358201294824679550288237806,47938.260700694656406994909048080444,53902.084256828020443208515644073486,1,406,look right
32,1,5,25,25,12,0.885705099383514604660661007074,48465.607239504694007337093353271484,54719.801515469036530703306198120117,4,406,acc letf
30,3,5,25,25,12,0.890992083430597214821489160386,48334.248088190914131700992584228516,54247.674010849790647625923156738281,2,406,dec letf
27,8,4,26,23,12,0.889555138863328265230734359648,45504.159667774074478074908256530762,51153.838227407912199851125478744507,1,406,look right
29,6,4,26,23,12,0.889379451684362054564303434745,45636.212005436405888758599758148193,51312.420046367959002964198589324951,1,406,look letf
27,7,5,26,23,12,0.887068264812337470281988771603,45746.561866505559009965509176254272,51570.508923778725147712975740432739,1,406,look right
29,7,3,26,23,12,0.889065463282925128041256357392,45393.116620356369821820408105850220,51057.113896584945905487984418869019,1,406,look letf
27,7,4,27,23,12,0.888484832335858620844248889625,45187.764394442740012891590595245361,50859.353755811993323732167482376099,1,406,look right
35,7,4,19,23,12,0.885594866647245293478363237227,48244.312642706121550872921943664551,54476.730229199762106873095035552979,4,406,acc letf
33,7,4,21,23,12,0.889075846834185834488550881360,47480.354312896393821574747562408447,53404.166227171801438089460134506226,2,406,dec letf
26,10,4,24,24,12,0.889397300375295740693104562524,47106.474180006021924782544374465942,52964.489728188600565772503614425659,1,406,look right
34,2,4,24,24,12,0.886279793487499745197055744939,47634.513905164611060172319412231445,53746.586862511445360723882913589478,4,406,acc letf
32,4,4,24,24,12,0.891590539838472584399653442233,47502.461567502279649488627910614014,53278.337358882468834053725004196167,2,406,dec letf
25,8,4,25,25,13,0.888552386951138584159082256519,48618.167393536699819378554821014404,54716.151920269621768966317176818848,1,406,look right
29,4,4,25,25,13,0.893109213680542857183297655865,48881.578882512796553783118724822998,54731.916470853138889651745557785034,2,406,acc letf
33,0,4,25,25,13,0.886209166120492386475859802886,49146.207118695223471149802207946777,55456.667565107440168503671884536743,4,406,acc letf
31,2,4,25,25,13,0.891048789497214555055393248040,49013.631220175149792339652776718140,55006.675052924663759768009185791016,2,406,dec letf
30,3,4,25,25,13,0.892437640266393605870121064072,48948.213424947156454436480998992920,54847.768870815511036198586225509644,1,406,dec letf
28,5,4,25,25,13,0.893062900839546425224568793055,48816.161087284788663964718580245972,54661.503732149125426076352596282959,1,406,acc right
28,4,5,25,25,13,0.891149824324947603670921125740,49058.563286016287747770547866821289,55050.858954248804366216063499450684,1,406,look right
30,4,3,25,25,13,0.891870086180066357073314975423,48705.118039867098559625446796417236,54610.103864425000210758298635482788,1,406,look letf
28,4,4,26,25,13,0.892728164006922564333024183725,48499.861498036822013091295957565308,54327.692855964087357278913259506226,1,406,look right
30,4,4,24,25,13,0.893032823905183570367682932556,49263.819827846542466431856155395508,55164.623862780943454708904027938843,1,406,look letf
28,4,4,25,26,13,0.890587380325903343880611373606,49852.510963455126329790800809860229,55977.113604744765325449407100677490,1,406,look right
30,4,4,25,24,13,0.893097642360686894136279079248,47911.170362428223597817122936248779,53646.060732829471817240118980407715,1,406,look letf
28,4,4,25,25,14,0.888869473737356474707382858469,49667.215125339753285516053438186646,55876.837480432412121444940567016602,1,406,look right
30,4,4,25,25,12,0.890014930431928918963535579678,48091.152703110841684974730014801025,54034.096573831579007674008607864380,1,406,look letf
29,3,5,25,25,13,0.891694178954719474106127563573,49124.674267592854448594152927398682,55091.392796999993151985108852386475,1,406,look right
29,3,4,26,25,13,0.891709280821846639319971927762,48565.972479613417817745357751846313,54463.908276083478995133191347122192,1,406,look right
29,5,4,24,25,13,0.892654368499968264849542265438,49197.878471760777756571769714355469,55114.140710960433352738618850708008,1,406,look letf
29,3,4,25,26,13,0.889721415284582262117396567191,49918.621945031693030614405870437622,56105.901338864532590378075838088989,1,406,look right
29,3,4,25,25,14,0.890230426282212716770914084918,49733.326106916312710382044315338135,55865.677737631391210015863180160522,1,406,look right
29,4,3,26,25,13,0.890970727375730353614358136838,48322.877094533381750807166099548340,54236.211819061471032910048961639404,1,406,look right
29,4,5,24,25,13,0.890628741192751038902031268663,49440.280670492276840377599000930786,55511.660901803690649103373289108276,1,406,look letf
29,4,3,25,26,13,0.888517653925293360295256661630,49675.526559951656963676214218139648,55908.316892180038848891854286193848,1,406,look right
29,4,3,25,25,14,0.891942338568120440811526350444,49490.230721836262091528624296188354,55485.908204879473487380892038345337,1,406,look right
29,4,4,24,26,13,0.890365529864176608043635496870,50234.228347931093594525009393692017,56419.781160659062152262777090072632,1,406,look right
29,4,4,26,24,13,0.892491645920453713358710956527,47528.929417094528616871684789657593,53254.200904117707978002727031707764,1,406,look letf
29,4,4,24,25,14,0.887978092048643752320913336007,50048.932509815735102165490388870239,56362.801017250814766157418489456177,1,406,look right
29,4,4,26,25,12,0.888600151030027540777211925160,47708.911757777110324241220951080322,53689.965844001904770266264677047729,1,406,look letf
29,4,4,25,24,14,0.888174081044212693214490172977,48696.283044397445337381213903427124,54827.408369253433193080127239227295,1,406,look right
29,4,4,25,26,12,0.887048345340810562298372587975,49061.561223195385537110269069671631,55308.779370244548772461712360382080,1,406,look letf
26,8,5,24,25,12,0.890543270667463526812923646503,48385.919441256395657546818256378174,54333.035838888630678411573171615601,1,406,look right
28,7,3,25,24,13,0.893414063869050534272275854164,47536.715826034429483115673065185547,53207.933195242359943222254514694214,1,406,Resultant Force2 7
27,8,3,25,24,13,0.892095998365481701597445862717,47470.774469948650221340358257293701,53212.630206755406106822192668914795,1,406,look right
28,6,4,25,24,13,0.891726208509321494055654966360,47779.811211114450998138636350631714,53581.257066546109854243695735931396,1,406,look right
28,6,3,26,24,13,0.893554564275800600192667388910,47221.109423135007091332226991653442,52846.363625713573128450661897659302,1,406,look right
26,9,4,26,23,12,0.888399558246649845294484748592,45438.218311688273388426750898361206,51146.151402152187074534595012664795,1,406,look right
30,5,4,26,23,12,0.888065261821241125339554400853,45702.153361522199702449142932891846,51462.606777114990109112113714218140,2,406,acc letf
25,9,5,24,25,12,0.888103371262958241061369335512,48320.501646028365939855575561523438,54408.645670731457357760518789291382,1,406,look right
33,1,5,24,25,12,0.887171923550881258435651943728,48847.848184838388988282531499862671,55060.182686266962264198809862136841,4,406,acc letf
31,3,4,24,25,13,0.892699343010980861379266571021,49329.930809423123719170689582824707,55259.288802698632935062050819396973,2,406,acc letf
33,1,4,24,25,13,0.889921597040793099786526454409,49461.813521594631311018019914627075,55579.967590479041973594576120376587,2,406,dec letf
32,2,4,24,25,13,0.891657613757971589940609646874,49395.872165508852049242705106735229,55397.802254304187954403460025787354,1,406,dec letf
31,4,4,23,25,13,0.892518023927846959608700672106,49645.537212322538834996521472930908,55624.128456072488916106522083282471,1,406,look letf
27,4,4,27,25,13,0.891867163906221338542934518046,48117.524868619715562090277671813965,53951.447946433436300139874219894409,2,406,acc right
26,9,3,25,24,13,0.890010325734432283795172224927,47404.833113862863683607429265975952,53263.239473929272207897156476974487,1,406,look right
34,1,3,25,24,13,0.885427104929019881396357050107,47932.179652672923111822456121444702,54134.529410544077109079807996749878,4,406,acc letf
32,3,3,25,24,13,0.891037807441304119393521432357,47800.820501359092304483056068420410,53646.231509102275595068931579589844,2,406,dec letf
27,6,5,26,24,12,0.892197529953918766487674929522,46783.604929024477314669638872146606,52436.375755759836465585976839065552,1,406,Resultant Force4 6
26,6,6,26,24,12,0.888306382790631454682284129376,46962.404065237104077823460102081299,52867.349571106104122009128332138062,1,406,look right
30,6,2,26,24,12,0.882890836425261560371779978595,46253.698840229590132366865873336792,52388.921633286263386253267526626587,2,406,acc letf
27,6,4,27,24,12,0.891164205794829578088922517054,46224.807456961658317595720291137695,51870.134770206284883897751569747925,1,406,look right
35,6,4,19,24,12,0.889125728792880543061016851425,49281.355705224974371958523988723755,55426.756992097944021224975585937500,4,406,acc letf
33,6,4,21,24,12,0.892329542569120337525134800671,48517.397375415341230109333992004395,54371.613917127659078687429428100586,2,406,dec letf
25,9,5,25,24,12,0.887467589511295562587633867224,46967.852180610112554859369993209839,52923.456288104040140751749277114868,1,406,look right
33,1,5,25,24,12,0.885750509386529993882675171335,47495.198719420099223498255014419556,53621.418465020396979525685310363770,4,406,acc letf
28,7,5,23,25,12,0.891185145266175204881164972903,48834.101742675964487716555595397949,54796.808499417267739772796630859375,1,406,Resultant Force1 10
27,8,5,23,25,12,0.889171293813425855923071594589,48768.160386590177949983626604080200,54846.755316893038980197161436080933,1,406,look right
31,4,5,23,25,12,0.892880868618972090011709497048,49031.571875566296512261033058166504,54913.901281594182364642620086669922,2,406,acc letf
35,0,5,23,25,12,0.885236470194598057403823077038,49296.200111748723429627716541290283,55687.041566319712728727608919143677,4,406,acc letf
33,2,5,23,25,12,0.890429958697127044153774022561,49164.147774086399294901639223098755,55213.941640084922255482524633407593,2,406,dec letf
32,3,5,23,25,12,0.892009870362302614843486026075,49098.206418000634585041552782058716,55042.223241384868742898106575012207,1,406,dec letf
29,5,6,23,25,12,0.890131463729710192822608405550,49144.953216550879005808383226394653,55210.893243375816382467746734619141,1,406,look right
31,5,5,22,25,12,0.892188242350482885179019376665,49347.967148897609149571508169174194,55311.160589708815678022801876068115,1,406,look letf
27,5,5,26,25,12,0.892913406779637819354888961243,47819.954805194836808368563652038574,53554.974583326336869504302740097046,2,406,acc right
31,3,4,25,24,13,0.892650826931194685265325006185,47977.281344004797574598342180252075,53746.974624942427908536046743392944,2,406,acc letf
32,4,4,24,23,13,0.890610260256419317137499547243,47322.479226819683390203863382339478,53134.891139918901899363845586776733,1,406,look letf
30,4,4,24,24,14,0.887453557240988177845508744213,49078.523989731176698114722967147827,55302.639320430258521810173988342285,1,406,look right
31,3,5,24,24,13,0.890941275095765261582414495933,48535.983131984248757362365722656250,54477.196745394052413757890462875366,1,406,look right
24,9,4,25,25,13,0.885606942527450979874004133308,48552.226037450876901857554912567139,54823.673693079603253863751888275146,1,406,look right
32,1,4,25,25,13,0.888962224333625816719006706990,49079.572576260936330072581768035889,55209.964195105625549331307411193848,4,406,acc letf
27,8,5,24,24,12,0.889193456854443287085132396896,47415.510921171888185199350118637085,53324.178845069458475336432456970215,1,406,look right
31,4,5,24,24,12,0.892739239083250479822595480073,47678.922410147977643646299839019775,53407.445671492190740536898374557495,2,406,acc letf
35,0,5,24,24,12,0.884302425527130009363929730171,47943.550646330404561012983322143555,54216.237864270697173196822404861450,4,406,acc letf
33,2,5,24,24,12,0.889962014957328628739219311683,47811.498308668058598414063453674316,53723.077507932175649330019950866699,2,406,dec letf
32,3,5,24,24,12,0.891723102457772420770254484523,47745.556952582308440469205379486084,53543.030141291310428641736507415771,1,406,dec letf
33,5,2,24,24,12,0.883226793526188491689765669435,47083.598526125038915779441595077515,53308.616621727254823781549930572510,2,406,acc letf
34,5,4,21,24,12,0.892593670090071511502571866004,48582.815170643356395885348320007324,54428.814362688535766210407018661499,2,406,acc letf
33,5,4,22,24,12,0.893239399462565253351442606800,48201.097786167352751363068819046021,53962.126855542279372457414865493774,1,406,dec letf
33,5,4,23,23,12,0.891287788826588656121430176427,46848.352636665629688650369644165039,52562.542900248990918044000864028931,1,406,look letf
33,5,4,23,24,11,0.887117142502744870924402675882,47033.648474781031836755573749542236,53018.531850358762312680482864379883,1,406,look letf
32,4,5,23,24,12,0.892867383509333922830819574301,48061.163355481767212040722370147705,53827.885577566674328409135341644287,1,406,look right
32,4,4,23,25,12,0.891375665111994952560792171425,48855.111032920583966188132762908936,54808.665913918899605050683021545410,1,406,look right
32,6,4,23,23,12,0.891464391747381901254243530275,46782.411280579894082620739936828613,52478.160332215295056812465190887451,1,406,look letf
32,6,4,23,24,11,0.889776200033825959145872275258,46967.707118695259850937873125076294,52785.978223411373619455844163894653,1,406,look letf
32,5,3,23,25,12,0.889246633574388156695533780294,48612.708834189113986212760210037231,54667.295887066764407791197299957275,1,406,look right
32,5,5,23,23,12,0.889652508383477091946645032294,47024.813479311407718341797590255737,52857.506763800149201415479183197021,1,406,look letf
32,5,5,23,24,11,0.891198448503244700091840968526,47210.109317426773486658930778503418,52973.733736538131779525429010391235,1,406,look letf
32,5,1,23,24,15,0.889511997819195321390850494936,49655.343669586203759536147117614746,55823.129751285589009057730436325073,2,406,acc right
32,5,2,23,24,14,0.892463336639590210097594535910,49041.378332829968712758272886276245,54950.580398614954901859164237976074,1,406,dec right
32,5,3,22,24,14,0.887969782391449635738922552264,49600.175804892780433874577283859253,55857.954615652903157752007246017456,1,406,look right
32,5,3,23,23,14,0.887135234103081593559636530699,48247.430655391093750949949026107788,54385.654859228525310754776000976562,1,406,look right
26,8,4,25,24,13,0.887336986617672796029410164920,47647.235312594362767413258552551270,53696.888590449510957114398479461670,1,406,look right
34,0,4,25,24,13,0.886907217421010196645170253760,48175.275037752922798972576856613159,54318.280527515846188180148601531982,4,406,acc letf
32,2,4,25,24,13,0.891457354909732768710739492235,48043.222700090584112331271171569824,53892.900692883224110119044780731201,2,406,dec letf
25,7,6,25,25,12,0.888380962732646328738894681010,48248.942549078856245614588260650635,54311.094646451951120980083942413330,1,406,look right
29,3,6,25,25,12,0.891500325362221679448282429803,48513.047224403533618897199630737305,54417.307368555819266475737094879150,2,406,acc letf
31,1,6,25,25,12,0.888682105312481596115503634792,48644.406375717320770490914583206177,54737.690885103169421199709177017212,2,406,dec letf
30,2,6,25,25,12,0.890448462176693600333976519323,48578.988580489276500884443521499634,54555.643188757218013051897287368774,1,406,dec letf
28,4,6,25,25,12,0.891823088565468435895411403180,48446.936242826981469988822937011719,54323.482834197231568396091461181641,1,406,acc right
27,4,7,25,25,12,0.887873912708570078855530027795,48623.397085472679464146494865417480,54763.853729118971386924386024475098,1,406,look right
31,4,3,25,25,12,0.884181282994605743930094376992,47914.168299607365042902529239654541,54190.434949412607238627970218658447,2,406,acc letf
28,4,5,26,25,12,0.891700552883724184560776393482,47885.896161280608794186264276504517,53701.767938148652319796383380889893,1,406,look right
32,4,5,22,25,12,0.892363372373582208751940925140,49413.908504983373859431594610214233,55374.200728956588136497884988784790,2,406,acc letf
29,4,5,24,26,12,0.890600656418128466818018296181,49620.263011174829443916678428649902,55715.502401200334134045988321304321,1,406,look right
31,4,5,24,25,11,0.887767736539093244019227313402,47864.218248263328860048204660415649,53915.248637959040934219956398010254,1,406,look letf
30,3,6,24,25,12,0.891743368210673237328478535346,48895.288169737228599842637777328491,54831.120603507282794453203678131104,1,406,look right
30,7,5,21,25,12,0.887850715345667063083112680033,49598.155756569060031324625015258789,55863.170349825086304917931556701660,2,406,acc letf
30,6,5,22,25,12,0.891301951713979967450995900435,49282.549353669586707837879657745361,55292.764992715310654602944850921631,1,406,dec letf
30,4,5,23,26,12,0.890377431908952687855673957529,50002.503956508640840183943510055542,56158.772858049873320851475000381470,1,406,look right
30,4,5,23,25,13,0.889694437421178707658953044302,49822.521615826022753026336431503296,55999.587633973467745818197727203369,1,406,look right
30,6,5,23,25,11,0.892566197977885056324964807573,48115.100042283345828764140605926514,53906.477918711731035728007555007935,1,406,look letf
30,5,6,22,25,12,0.888867626913909303354444091383,49527.289845967949077021330595016479,55719.533872465894091874361038208008,1,406,look letf
30,5,4,23,26,12,0.889601346932839653902647114592,49760.101757777156308293342590332031,55935.281493603433773387223482131958,1,406,look right
30,5,6,23,24,12,0.888822628623021970817319470370,48174.544696466364257503300905227661,54200.403033279122610110789537429810,1,406,look letf
30,5,6,23,25,11,0.892553370070987894813185903331,48359.840534581715473905205726623535,54181.455312566336942836642265319824,1,406,look letf
30,5,5,22,26,12,0.889793696726544625086319229013,50318.899229839917097706347703933716,56551.197670828347327187657356262207,1,406,look right
30,5,5,22,25,13,0.886226457835611824975785566494,50138.916889157328114379197359085083,56575.739130615882459096610546112061,1,406,look right
30,5,5,23,24,13,0.886864077700623587574568773562,48786.171739655699639115482568740845,55009.750610424795013386756181716919,1,406,look right
30,5,5,23,26,11,0.888235868590270816191889480251,49151.449918453596183098852634429932,55336.033655635204922873526811599731,1,406,look letf
26,9,3,24,25,13,0.889246634806676206075337631773,48757.482579281146172434091567993164,54830.100751386155025102198123931885,1,406,look right
34,1,3,24,25,13,0.885628410616263961330218990042,49284.829118091205600649118423461914,55649.557452426786767318844795227051,4,406,acc letf
32,3,3,24,25,13,0.890760054758455543932882392255,49153.469966777389345224946737289429,55181.493269931343093048781156539917,2,406,dec letf
25,9,4,25,24,13,0.884030495838421970233866886701,47581.817517366369429510086774826050,53823.728639858032693155109882354736,1,406,look right
33,1,4,25,24,13,0.889532521335131609596658108785,48109.164056176392477937042713165283,54083.648323467255977448076009750366,4,406,acc letf
26,8,4,24,25,13,0.887231379479869963766702767316,48999.884778012630704324692487716675,55227.853648208765662275254726409912,1,406,look right
34,0,4,24,25,13,0.887519798472743648432015106664,49527.924503171227115672081708908081,55804.867213553508918266743421554565,4,406,acc letf
27,8,5,25,23,12,0.885365031031955407314626427251,46062.861455753540212754160165786743,52026.971747533360030502080917358398,1,406,look right
29,6,5,25,23,12,0.888641653198588787887501894147,46194.913793415878899395465850830078,51983.736782021507679019123315811157,1,406,look letf
31,4,5,25,23,12,0.888721614269173287858905041503,46326.272944729680602904409170150757,52126.866502313423552550375461578369,2,406,acc letf
35,0,5,25,23,12,0.879576233864293288711166951543,46590.901180912049312610179185867310,52969.713581529525981750339269638062,4,406,acc letf
33,2,5,25,23,12,0.885646487124134629276284158550,46458.848843249739729799330234527588,52457.554474258235131856054067611694,2,406,dec letf
32,3,5,25,23,12,0.887571054574683659943445945828,46392.907487164004123769700527191162,52269.513801793684251606464385986328,1,406,dec letf
30,5,5,25,23,12,0.889080804151538339752391948423,46260.855149501665437128394842147827,52032.228042139562603551894426345825,1,406,acc right
29,5,6,25,23,12,0.884976699738161287633886331605,46439.654285714263096451759338378906,52475.567209232060122303664684295654,1,406,look right
33,5,2,25,23,12,0.880157460863864593569871885848,45730.949060706727323122322559356689,51957.690633926249574869871139526367,2,406,acc letf
32,5,3,25,23,12,0.886693356694441270349216210889,45907.409903352461697068065404891968,51773.715858764880977105349302291870,1,406,dec letf
32,5,4,24,23,12,0.890743362943397620767882472137,46466.111691331898327916860580444336,52165.543549814348807558417320251465,1,406,look letf
34,5,4,22,23,12,0.891334883462300719969562123879,47230.165705225030251313000917434692,52988.126664317460381425917148590088,2,406,acc letf
38,5,4,18,23,12,0.886998621052192404157210603444,48758.605925702206150162965059280396,54970.328891676115745212882757186890,4,406,acc letf
36,5,4,20,23,12,0.890018467733088347593195521767,47994.647595892478420864790678024292,53925.451365224718756508082151412964,2,406,dec letf
35,5,4,21,23,12,0.890902506741527711042749615444,47612.406650558725232258439064025879,53442.892224763076228555291891098022,1,406,dec letf
35,5,4,22,22,12,0.886382586961803276004445706349,46260.911866505543002858757972717285,52190.682157995797751937061548233032,1,406,look letf
31,5,4,22,26,12,0.889110755182121126338756766927,50141.914826336469559464603662490845,56395.577867085463367402553558349609,2,406,acc right
32,5,4,22,25,12,0.892387791037515865077978105546,49171.506306251867499668151140213013,55101.052255638380302116274833679199,1,406,dec right
32,5,4,22,24,13,0.890811558819662674402195534640,48991.523965569300344213843345642090,54996.506815070664742961525917053223,1,406,look right
34,5,4,22,24,11,0.888003071655651066151904160506,47415.461543340374191757291555404663,53395.605327058030525222420692443848,1,406,look letf
33,4,5,22,24,12,0.892529873798763140335665866587,48443.499984898837283253669738769531,54276.614606427494436502456665039062,1,406,look right
33,6,3,22,24,12,0.892418950990153780900016045052,47958.695587435824563726782798767090,53740.113356204332376364618539810181,1,406,look letf
33,4,4,22,25,12,0.891359049328028008041258090088,49237.447662337610381655395030975342,55238.624322551520890556275844573975,1,406,look right
33,6,4,22,23,12,0.891147760646870512601935843122,47164.747909996913222130388021469116,52925.844616117021359968930482864380,1,406,look letf
33,6,4,22,24,11,0.890271492287331267512229260319,47350.043748112315370235592126846313,53186.072067137800331693142652511597,1,406,look letf
33,5,5,21,24,12,0.890988452322243662528933327849,48759.799574146825761999934911727905,54725.512375677652016747742891311646,1,406,look letf
33,5,3,22,25,12,0.889413067130120471581733454514,48995.045463606096745934337377548218,55086.941348522101179696619510650635,1,406,look right
33,5,5,22,23,12,0.889209681673012508618114679848,47407.150108728441409766674041748047,53313.803353483264800161123275756836,1,406,look letf
33,5,5,22,24,11,0.891508036939475778659414118010,47592.445946843807178083807229995728,53384.202917819398862775415182113647,1,406,look letf
33,5,4,21,25,12,0.891590271216839536094767026952,49553.747251585635240189731121063232,55579.057837805747112724930047988892,1,406,look right
33,5,4,21,24,13,0.889315696084839180102221689594,49373.764910903053532820194959640503,55518.827710191319056320935487747192,1,406,look right
33,5,4,22,23,13,0.888351900305686337233623817156,48021.115445484720112290233373641968,54056.411011177457112353295087814331,1,406,look right
33,5,4,22,25,11,0.886825800343025161254217891837,48386.393624282667587976902723312378,54561.328285179297381546348333358765,1,406,look letf
26,9,5,24,24,12,0.886401853808486794861210000818,47349.569565086028887890279293060303,53417.723983366384345572441816329956,1,406,look right
34,1,5,24,24,12,0.887478460382762457392402666301,47876.916103896110143978148698806763,53947.130258515993773471564054489136,4,406,acc letf
27,5,5,25,25,13,0.889887098200638937406381501205,48992.621929930515761952847242355347,55054.873847473587375134229660034180,1,406,Resultant Force4 9
30,2,5,25,25,13,0.891523599521473975038077242061,49190.615623678633710369467735290527,55175.898484439152525737881660461426,2,406,acc letf
32,0,5,25,25,13,0.889072255109980225107335627399,49322.667961340965121053159236907959,55476.557363990221347194164991378784,2,406,dec letf
31,1,5,25,25,13,0.890642405832193340131652803393,49256.033418906641600187867879867554,55303.939152642378758173435926437378,1,406,dec letf
28,3,6,25,25,13,0.887820099741055246411747248203,49303.996964663238031789660453796387,55533.769711953376827295869588851929,1,406,look right
32,3,2,25,25,13,0.884335443522252351300494410680,48594.768178797945438418537378311157,54950.605604190241137985140085220337,2,406,acc letf
31,3,3,25,25,13,0.889981289752360127387476040894,48771.229021443679812364280223846436,54800.285784675783361308276653289795,1,406,dec letf
33,3,4,22,25,13,0.891906270575154147550733796379,50094.508384173925151117146015167236,56165.664528706598503049463033676147,2,406,acc letf
30,3,4,24,26,13,0.889828505059585772585251106648,50300.862890365409839432686567306519,56528.716043994456413201987743377686,1,406,look right
34,3,4,24,22,13,0.885379006413486879800700535270,46419.336369676828326191753149032593,52428.774607739251223392784595489502,2,406,acc letf
